ProductName,Rating,Price,OriginalPrice,Discount,Reviews,Features,PageNumber,Ratings1,Reviews1,Number_Ratings,Number_Reviews,Brand,Ton,Star,AC_Type,Power_Usage,Room_Size
"Haier 2024 Model 1 Ton 3 Star Split Dual Inverter with Micro Bacterial Filter, 60 High Ambient Perform...",3.8,28699,58000,50,"3,318 Ratings & 266 Reviews",Annual Power Usage: 697.66 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Product and 12 Years Warranty on Compressor,30,"3,318 Ratings ", 266 Reviews,3318,266,Haier,1.0,3.0,Split,697.66,90 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",30,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,29990,59700,49,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",30,"18,604 Ratings "," 2,838 Reviews",18604,2838,Midea,1.5,3.0,Split,854.39,111 - 150 sqft
Godrej 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.0,32549,42300,23,"22,727 Ratings & 1,770 Reviews",Room Size: 111 - 150 sqft,30,"22,727 Ratings "," 1,770 Reviews",22727,1770,Godrej,1.5,3.0,Split,854.39,111 - 150 sqft
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter ir throw with Hexa Sensor Technology AC,4.0,36450,63100,42,"10,460 Ratings & 1,257 Reviews","Annual Power Usage: 1012.62 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor.",30,"10,460 Ratings "," 1,257 Reviews",10460,1257,Hitachi,1.5,3.0,Split,1012.62,111 - 150 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",31,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,31,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Blue Star 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,37490,60500,38,"26,862 Ratings & 2,253 Reviews","Annual Power Usage: 918.45 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years warranty on PCB, 10 years warrantry on Inverter compressor",31,"26,862 Ratings "," 2,253 Reviews",26862,2253,Blue,1.5,3.0,Split,918.45,111 - 150 sqft
"Hitachi 2023 Model 2 Ton 3 Star Split Inverter ice Clean, Xpandable Plus, Long air throw with Hexa Sen...",4.0,59235,75400,21,544 Ratings & 69 Reviews,"Annual Power Usage: 1277.22 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor.",31,544 Ratings , 69 Reviews,544,69,Hitachi,2.0,3.0,Split,1277.22,151 - 200 sqft
Samsung 2026 Model 2 Ton 3 Star Split Inverter AC,4.0,47490,67190,29,426 Ratings & 25 Reviews,Annual Power Usage: 1084.6 UnitsRoom Size: 151 - 200 sqft1 Year Standard,31,426 Ratings , 25 Reviews,426,25,Samsung,2.0,3.0,Split,1084.6,151 - 200 sqft
Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,4.1,36999,58500,36,"26,862 Ratings & 2,253 Reviews",Annual Power Usage: 1012.44 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,31,"26,862 Ratings "," 2,253 Reviews",26862,2253,Blue,1.5,3.0,Split,1012.44,111 - 150 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",31,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",31,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
"Hitachi 2023 Model 1 Ton 3 Star Split Inverter ice Clean, Xpandable Plus, Long air throw with Hexa Sen...",3.9,32990,61400,46,"2,394 Ratings & 305 Reviews",Annual Power Usage: 669.16 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years Warranty on Compressor,31,"2,394 Ratings ", 305 Reviews,2394,305,Hitachi,1.0,3.0,Split,669.16,90 sqft
Daikin 2018 Model 1.5 Ton 3 Star Split Fixed Speed AC,4.2,37218,42990,13,"24,785 Ratings & 1,912 Reviews",Annual Power Usage: 0 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 5 Years on Compressor from Daikin,31,"24,785 Ratings "," 1,912 Reviews",24785,1912,Daikin,1.5,3.0,Split,0.0,111 - 150 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",31,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,31,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
Voltas 2022 Model 1.5 Ton 3 Star Split Inverter AC,4.2,34950,67729,48,"83,437 Ratings & 7,067 Reviews",Annual Power Usage: 1017.95 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,31,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,1017.95,111 - 150 sqft
Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.0,43500,72900,40,"5,094 Ratings & 705 Reviews",Annual Power Usage: 813.13 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,31,"5,094 Ratings ", 705 Reviews,5094,705,Hitachi,1.5,5.0,Split,813.13,111 - 150 sqft
Lloyd 2025 Model 1.5 Ton 3 Star Split Inverter with Wi-fi Anti-Viral AC,4.1,36990,63490,41,"20,599 Ratings & 2,180 Reviews","Annual Power Usage: 990.77 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",31,"20,599 Ratings "," 2,180 Reviews",20599,2180,Lloyd,1.5,3.0,Split,990.77,111 - 150 sqft
"Haier 2024 Model 1 Ton 3 Star Split Dual Inverter with Micro Bacterial Filter, 60 High Ambient Perform...",3.8,28699,58000,50,"3,318 Ratings & 266 Reviews",Annual Power Usage: 697.66 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Product and 12 Years Warranty on Compressor,31,"3,318 Ratings ", 266 Reviews,3318,266,Haier,1.0,3.0,Split,697.66,90 sqft
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",31,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",31,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Voltas 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,47499,77990,39,"41,002 Ratings & 3,819 Reviews",Room Size: 111 - 150 sqft,31,"41,002 Ratings "," 3,819 Reviews",41002,3819,Voltas,1.5,5.0,Split,854.39,111 - 150 sqft
"Godrej 2025 Model 1.5 Ton 5 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At ...",4.0,33490,50600,33,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 736.46 kWhRoom Size: 111 - 150 sqft5 year warranty on whole product, 10 years warranty on compressor , Warranty can be availed after registering on Brand website within 7 days of purchase.",31,"12,566 Ratings "," 1,206 Reviews",12566,1206,Godrej,1.5,5.0,Split,736.46,111 - 150 sqft
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,29990,59700,49,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",31,"18,604 Ratings "," 2,838 Reviews",18604,2838,Midea,1.5,3.0,Split,854.39,111 - 150 sqft
Haier 2025 Model 1.6 Ton 5 Star Split Inverter with Wi-fi AC,4.2,43450,82000,47,171 Ratings & 15 Reviews,Annual Power Usage: 836.95 WRoom Size: 151 - 200 sqft5 Year Comprehensive Warranty,31,171 Ratings , 15 Reviews,171,15,Haier,1.6,5.0,Split,836.95,151 - 200 sqft
IFB 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,33999,59999,43,"8,648 Ratings & 903 Reviews",Room Size: 111 - 150 sqft,31,"8,648 Ratings ", 903 Reviews,8648,903,IFB,1.5,3.0,Split,854.39,111 - 150 sqft
Hitachi 2021 Model 1.5 Ton 3 Star Split Fixed Speed AC,4.0,37062,50600,26,"10,460 Ratings & 1,257 Reviews",Annual Power Usage: 1703.04 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 10 Years on Compressor from Hitachi,32,"10,460 Ratings "," 1,257 Reviews",10460,1257,Hitachi,1.5,3.0,Split,1703.04,111 - 150 sqft
Hitachi 2023 Model 2 Ton 3 Star Split Inverter AC,4.0,50545,80400,37,544 Ratings & 69 Reviews,Annual Power Usage: 1409.41 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,32,544 Ratings , 69 Reviews,544,69,Hitachi,2.0,3.0,Split,1409.41,151 - 200 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",32,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,32,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Godrej 2022 Model 1.5 Ton 3 Star Split Inverter AC,4.0,28999,43900,33,"22,727 Ratings & 1,770 Reviews",Annual Power Usage: 980.37 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,32,"22,727 Ratings "," 1,770 Reviews",22727,1770,Godrej,1.5,3.0,Split,980.37,111 - 150 sqft
Hitachi 2023 Model 1 Ton 3 Star Split Inverter AC,3.9,35110,55400,36,"2,394 Ratings & 305 Reviews",Annual Power Usage: 669.16 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,32,"2,394 Ratings ", 305 Reviews,2394,305,Hitachi,1.0,3.0,Split,669.16,90 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",32,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",32,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Voltas 2024 Model 1.5 Ton 5 Star Split Inverter AC,4.2,37150,75990,51,"41,002 Ratings & 3,819 Reviews",Annual Power Usage: 751.28 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor*,32,"41,002 Ratings "," 3,819 Reviews",41002,3819,Voltas,1.5,5.0,Split,751.28,111 - 150 sqft
Whirlpool 2018 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32990,65400,49,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 0 UnitsRoom Size: 111 - 150 sqft1 Year on Comprehensive Unit , 10 years on compressor & 1 year on condensor",32,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,0.0,111 - 150 sqft
"Panasonic 2023 Model 1 Ton 5 Star Split Inverter with Wi-fi with 4 Way Swing, PM 0.1 Air Purification ...",4.2,57658,59999,3,"4,169 Ratings & 452 Reviews","Annual Power Usage: 523.15 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",32,"4,169 Ratings ", 452 Reviews,4169,452,Panasonic,1.0,5.0,Split,523.15,90 sqft
Haier 2023 Model 1.5 Ton 3 Star Split Inverter AC,4.0,33999,66000,48,"6,315 Ratings & 597 Reviews",Annual Power Usage: 1029.15 WRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty,32,"6,315 Ratings ", 597 Reviews,6315,597,Haier,1.5,3.0,Split,1029.15,111 - 150 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",32,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,36490,72990,50,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,32,"26,515 Ratings "," 2,683 Reviews",26515,2683,Samsung,1.5,5.0,Split,751.24,111 - 150 sqft
Panasonic 2023 Model 1.5 Ton 5 Star Split Inverter with Wi-fi Convertible 7-in-1 with Additional AI Mo...,4.2,66206,69999,5,"22,111 Ratings & 2,346 Reviews","Annual Power Usage: 774.19 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",32,"22,111 Ratings "," 2,346 Reviews",22111,2346,Panasonic,1.5,5.0,Split,774.19,111 - 150 sqft
Whirlpool 2026 Model 1 Ton 3 Star Split Inverter AC,4.1,28890,57950,50,"10,799 Ratings & 1,227 Reviews",Annual Power Usage: 594.03 UnitsRoom Size: 90 sqft or BelowCompressor Warranty 1+9 Years,32,"10,799 Ratings "," 1,227 Reviews",10799,1227,Whirlpool,1.0,3.0,Split,594.03,90 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,32,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",32,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Hitachi 2023 Model 1.5 Ton 3 Star Split Inverter AC,4.0,37350,63100,40,"10,460 Ratings & 1,257 Reviews",Annual Power Usage: 1024.34 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,32,"10,460 Ratings "," 1,257 Reviews",10460,1257,Hitachi,1.5,3.0,Split,1024.34,111 - 150 sqft
Lloyd 2021 Model 1.5 Ton 3 Star Split Fixed Speed AC,4.1,35789,52990,32,"20,599 Ratings & 2,180 Reviews",Annual Power Usage: 1490 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years on Compressor,32,"20,599 Ratings "," 2,180 Reviews",20599,2180,Lloyd,1.5,3.0,Split,1490.0,111 - 150 sqft
Godrej 2023 Model 2 Ton 3 Star Split Fixed Speed with Anti-Dust Filter AC,3.9,41990,61990,32,"2,151 Ratings & 134 Reviews","Annual Power Usage: 1215.35 UnitsRoom Size: 151 - 200 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 5 Years Warranty on Compressor",32,"2,151 Ratings ", 134 Reviews,2151,134,Godrej,2.0,3.0,Split,1215.35,151 - 200 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",32,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,29990,59700,49,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",32,"18,604 Ratings "," 2,838 Reviews",18604,2838,Midea,1.5,3.0,Split,854.39,111 - 150 sqft
Hitachi 2023 Model 2 Ton 3 Star Split Inverter AC,4.0,50545,80400,37,544 Ratings & 69 Reviews,Annual Power Usage: 1409.41 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,33,544 Ratings , 69 Reviews,544,69,Hitachi,2.0,3.0,Split,1409.41,151 - 200 sqft
Hitachi 2023 Model 1 Ton 3 Star Split Inverter AC,3.9,35110,55400,36,"2,394 Ratings & 305 Reviews",Annual Power Usage: 669.16 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,33,"2,394 Ratings ", 305 Reviews,2394,305,Hitachi,1.0,3.0,Split,669.16,90 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",33,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,33,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Haier 2025 Model 1.5 Ton 3 Star Split HEXA Inverter with Wi-fi AC,4.0,33500,64000,47,"6,315 Ratings & 597 Reviews",Room Size: 111 - 150 sqft,33,"6,315 Ratings ", 597 Reviews,6315,597,Haier,1.5,3.0,Split,854.39,111 - 150 sqft
Haier 2023 Model 1.5 Ton 3 Star Split Inverter AC,4.0,33999,66000,48,"6,315 Ratings & 597 Reviews",Annual Power Usage: 1029.15 WRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty,33,"6,315 Ratings ", 597 Reviews,6315,597,Haier,1.5,3.0,Split,1029.15,111 - 150 sqft
Lloyd 2021 Model 1.5 Ton 3 Star Split Fixed Speed AC,4.1,35789,52990,32,"20,599 Ratings & 2,180 Reviews",Annual Power Usage: 1490 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years on Compressor,33,"20,599 Ratings "," 2,180 Reviews",20599,2180,Lloyd,1.5,3.0,Split,1490.0,111 - 150 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",33,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",33,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Panasonic 2025 Model 1.5 Ton 3 Star Hot and Cold Split Inverter AC,4.1,43720,62900,30,"24,445 Ratings & 2,408 Reviews","Annual Power Usage: 928.57 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive warranty on Product,
5 Years warranty on PCB & 
10 Years warranty on Compressor",33,"24,445 Ratings "," 2,408 Reviews",24445,2408,Panasonic,1.5,3.0,Split,928.57,111 - 150 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",33,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,33,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
Blue Star 2025 Model 2 Ton 3 Star Window Fixed Speed AC,3.8,38690,50000,22,168 Ratings & 13 Reviews,Annual Power Usage: 1435.97 kWhRoom Size: 151 - 200 sqftWarranty of the Product is Limited to Manufacturing Defects Only,33,168 Ratings , 13 Reviews,168,13,Blue,2.0,3.0,Window,1435.97,151 - 200 sqft
Panasonic 2023 Model 1.5 Ton 3 Star Hot and Cold Split Inverter with Wi-fi AC,4.1,47090,62900,25,"24,445 Ratings & 2,408 Reviews","Annual Power Usage: 972.89 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB, 5 Years Warranty on ODU Casing and 10 Years Warranty on Compressor",33,"24,445 Ratings "," 2,408 Reviews",24445,2408,Panasonic,1.5,3.0,Split,972.89,111 - 150 sqft
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",33,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",33,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
IFB 2024 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,36200,72990,50,"8,648 Ratings & 903 Reviews",Annual Power Usage: 1002.83 kWhRoom Size: 111 - 150 sqft,33,"8,648 Ratings ", 903 Reviews,8648,903,IFB,1.5,3.0,Split,1002.83,111 - 150 sqft
"LG 2023 Model 1.5 Ton 5 Star Split Inverter AI Convertible 6-in-1 Cooling , HD Filter with Anti-Virus ...",4.2,46500,75990,38,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 685.26 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",33,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,685.26,111 - 150 sqft
"Godrej 2025 Model 1.5 Ton 5 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At ...",4.0,33490,50600,33,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 736.46 kWhRoom Size: 111 - 150 sqft5 year warranty on whole product, 10 years warranty on compressor , Warranty can be availed after registering on Brand website within 7 days of purchase.",33,"12,566 Ratings "," 1,206 Reviews",12566,1206,Godrej,1.5,5.0,Split,736.46,111 - 150 sqft
