ProductName,Rating,Price,OriginalPrice,Discount,Reviews,Features,PageNumber
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,7
CARRIER 2025 Model 1 Ton 5 Star Split Inverter with Wi-fi Smart Flexicool 6 in 1 ConvertibleSmart Ener...,4.1,"₹32,990","₹61,300",46% off,"4,786 Ratings & 735 Reviews","Annual Power Usage: 536.2 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty  on Product, 5 Years Warranty on PCB, 10 Years Warranty on Compressor",7
Midea 2026 Model 2 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fast...,4.2,"₹39,990","₹68,800",41% off,448 Ratings & 42 Reviews,"Annual Power Usage: 1068.29 kWhRoom Size: 151 - 200 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",7
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",7
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",7
Voltas 2022 Model 1 Ton 3 Star Split Fixed Speed AC,4.1,"₹30,549","₹55,990",45% off,"8,721 Ratings & 907 Reviews",Annual Power Usage: 700.57 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years Warranty on Compressor,7
"Sharp 2025 Model 1.5 Ton 3 Star Split Inverter 5 in 1 Convertible,7 Stage Health Filters, Turbo Cool T...",4,"₹24,490","₹54,990",55% off,38 Ratings & 4 Reviews,"Annual Power Usage: 946.17 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty, 5 years on PCB, 10 Years on Compressor",7
Daikin 2026 Model 0.9 Ton 2 Star Split Fixed Speed AC,,"₹25,990","₹36,600",28% off,,"Annual Power Usage: 582.13 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty, 5 Years Warranty On PCB",7
"CARRIER 2025 Model 2 Ton 3 Star Split Inverter with Wi-fi Smart Energy Display, Dual Filtration with H...",4.2,"₹46,990","₹75,000",37% off,"4,267 Ratings & 497 Reviews","Annual Power Usage: 1249.82 UnitsRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty  on Product, 5 Years Warranty on PCB, 10 Years Warranty on Compressor",7
"Godrej 2025 Model 1.5 Ton 5 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At ...",4,"₹33,490","₹50,600",33% off,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 736.46 kWhRoom Size: 111 - 150 sqft5 year warranty on whole product, 10 years warranty on compressor , Warranty can be availed after registering on Brand website within 7 days of purchase.",7
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,"₹29,990","₹59,700",49% off,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",7
Hitachi 2025 Model 1 Ton 3 Star Split Inverter AC,3.9,"₹29,490","₹48,900",39% off,"2,394 Ratings & 305 Reviews","Annual Power Usage: 698.63 kWhRoom Size: 90 sqft or Below1 Year on the product, 5 Years on Component (including PCB) and 10 Years on the Compressor",8
Sharp 2025 Model 1.5 Ton 5 Star Split Inverter 7 in 1 Convertible7 Stage Health Filters AC,3.8,"₹29,490","₹64,990",54% off,29 Ratings & 4 Reviews,Annual Power Usage: 782.92 kWhRoom Size: 111 - 150 sqft1 Year Basic Warranty,8
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",8
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,8
Godrej 2025 Model 1.5 Ton 5 Star Split Inverter Heavy Duty Cooling At Extreme Temperature AC,4,"₹38,500","₹60,500",36% off,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 728.31 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",8
Blue Star 2025 Model 1.5 Ton 3 Star Window Fixed Speed AC,4.2,"₹26,990","₹36,400",25% off,"1,912 Ratings & 181 Reviews",Annual Power Usage: 1192.12 kWhRoom Size: 111 - 150 sqftWarranty of the Product is Limited to Manufacturing Defects Only,8
"Panasonic 2026 Model 1.5 Ton 3 Star Hot and Cold Split Inverter Crystal Clean, Higher Airflow, 2-Way S...",4.1,"₹41,480","₹59,500",30% off,"24,445 Ratings & 2,408 Reviews","Annual Power Usage: 859.27 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive warranty on Product,
5 Years warranty on PCB & 
10 Years warranty on Compressor",8
Lloyd 2025 Model 1 Ton 5 Star Split Inverter AC,4,"₹32,990","₹52,990",37% off,"1,286 Ratings & 110 Reviews","Annual Power Usage: 533.89 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",8
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",8
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",8
Blue Star 2021 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹58,999","₹61,972",4% off,"26,862 Ratings & 2,253 Reviews",Annual Power Usage: 1456 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor,8
Hisense 2026 Model 1.5 Ton 3 Star Split Inverter AC,4,"₹25,990","₹43,000",39% off,"1,521 Ratings & 282 Reviews","Annual Power Usage: 782.29 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive warranty on Product, 5 Year on PCB & 10 Year on Compressor",8
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",8
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹36,490","₹72,990",50% off,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,8
LG 2025 Model 1.5 Ton 3 Star Split AI Dual Inverter AI Convertible 6-in-1 with Faster Cooling and Ener...,4,"₹33,990","₹72,990",53% off,"43,160 Ratings & 4,010 Reviews","Annual Power Usage: 852.44 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive warranty period only)",8
Lloyd 2026 Model 1.5 Ton 3 Star Window Fixed Speed AC,4.1,"₹30,990","₹50,990",39% off,"3,328 Ratings & 350 Reviews",Annual Power Usage: 1093.04 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty,8
LG 2026 Model 1.5 Ton 5 Star Window Dual Inverter Convertible 4-in-1 Cooling with Faster Cooling and E...,4.2,"₹42,790","₹73,990",42% off,"2,790 Ratings & 289 Reviews","Annual Power Usage: 1017.08 kWhRoom Size: 111 - 150 sqftManufacturer Warranty: 1 Year Comprehensive on Product, 5 Year on PCB and Motor & 10 Year on Compressor (*Free Gas charging during comprehensive period only, T&C Apply)",8
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹31,490","₹64,990",51% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 975.26 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Year Warranty on Compressor",8
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,8
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",8
"Sharp 2025 Model 1.5 Ton 3 Star Split Inverter 5 in 1 Convertible,7 Stage Health Filters, Turbo Cool T...",4,"₹24,490","₹54,990",55% off,38 Ratings & 4 Reviews,"Annual Power Usage: 946.17 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty, 5 years on PCB, 10 Years on Compressor",8
CARRIER 2024 Model 2 Ton 5 Star Split Inverter Dual Filtration with HD & Auto Cleanser AC,4.2,"₹52,990","₹91,690",42% off,"2,305 Ratings & 254 Reviews","Annual Power Usage: 920.55 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",8
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",8
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,"₹29,990","₹59,700",49% off,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",8
Lloyd 2022 Model 1 Ton 2 Star Window Fixed Speed AC,3.9,"₹25,890","₹39,990",35% off,830 Ratings & 83 Reviews,Annual Power Usage: 808.94 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,9
Whirlpool 2026 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹29,440","₹53,190",44% off,"10,799 Ratings & 1,227 Reviews","Annual Power Usage: 594.03 kWhRoom Size: 90 sqft or Below1 year warranty on product, 5 years  warranty on compressor",9
Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹37,858","₹61,250",38% off,"26,862 Ratings & 2,253 Reviews","Annual Power Usage: 1026.46 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",9
"LG 2026 Model 1 tons 3 Star Split Smart Inverter Faster Cooling and Energy Saving, AI Convertible 6-in...",4.2,"₹36,990","₹64,890",42% off,"5,759 Ratings & 684 Reviews","Annual Power Usage: 584.24 kWhRoom Size: 90 sqft or Below1 Year Comprehensive warranty on Product, 5 Year warranty on PCB & Motor and 10 Year warranty on Compressor",9
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",9
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,9
CARRIER 2024 Model 1.5 Ton 3 Star Window Fixed Speed AC,4.3,"₹31,766","₹45,090",29% off,"2,583 Ratings & 291 Reviews","Annual Power Usage: 1210 UnitsRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor",9
Lloyd 2025 Model 1.5 Ton 3 Star Hot and Cold Split Inverter AC,4.1,"₹35,990","₹58,490",38% off,"20,599 Ratings & 2,180 Reviews","Annual Power Usage: 989.8 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",9
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",9
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",9
Godrej 2025 Model 1.5 Ton 3 Star Window Fixed Speed with Anti Corrosive Blue Fin AC,4,"₹34,191","₹46,990",27% off,"2,193 Ratings & 161 Reviews","Annual Power Usage: 1216.12 UnitsRoom Size: 111 - 150 sqft1 year standard warranty on product, 5 years warranty on fixed speed compressor and 5 year warranty on PCB.",9
Haier Kinouchi Limited Edition 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4,"₹43,990","₹78,200",43% off,"3,274 Ratings & 351 Reviews",Annual Power Usage: 836.95 kWhRoom Size: 111 - 150 sqft5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).,9
Hitachi 2025 Model 1.5 Ton 5 Star Split Inverter AC,4,"₹40,490","₹67,600",40% off,"5,094 Ratings & 705 Reviews","Annual Power Usage: 774.58 kWhRoom Size: 111 - 150 sqft1 Year on the product, 5 Years on Component (including PCB) and 10 Years on the Compressor",9
"Panasonic 2026 Model 1.5 Ton 4 Star Split Inverter with Wi-fi Smart, DustBuster Tech, Matter Enabled, ...",4.1,"₹41,990","₹59,500",29% off,"2,166 Ratings & 250 Reviews","Annual Power Usage: 759.55 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive warranty on Product,
5 Years warranty on PCB & 
10 Years warranty on Compressor",9
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",9
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,9
Panasonic 2023 Model 1 Ton 5 Star Split Inverter with Wi-fi Convertible 7-in-1 with Additional AI Mode...,4.2,"₹32,490","₹64,400",49% off,"4,169 Ratings & 452 Reviews","Annual Power Usage: 531.41 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",9
Daikin 2025 Model 1 Ton 5 Star Split Inverter AC,4.2,"₹34,548","₹55,364",37% off,"2,122 Ratings & 203 Reviews",Annual Power Usage: 523.54 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor,9
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",9
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",9
Blue Star 2026 Model 1 Ton 3 Star Split Inverter AC,4,"₹32,490","₹49,000",33% off,"4,839 Ratings & 434 Reviews",Annual Power Usage: 621.1 kWhRoom Size: 90 sqft or Below60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2 Tr from 16th February 2026 to 30th June 2026.,9
Godrej 2024 Model 1.5 Ton 3 Star Split Inverter Heavy Duty Cooling at Extreme Temperature AC,4,"₹29,599","₹45,900",35% off,"22,727 Ratings & 1,770 Reviews","Annual Power Usage: 966.34 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",9
Daikin 2024 Model 1.5 Ton 3 Star Hot and Cold Split Inverter AC,4.2,"₹29,990","₹56,500",46% off,"24,785 Ratings & 1,912 Reviews",Annual Power Usage: 881.05 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor,9
realme TechLife 2026 Model 1.2 Ton 3 Star Split Inverter with Wi-fi (1 Ton + 0.2Ton Extra Cooling) wit...,4.4,"₹26,990","₹51,999",48% off,106 Ratings & 10 Reviews,Annual Power Usage: 728.86 kWhRoom Size: 91 - 110 sqft1 Year Warranty on Product and 10 Year Warranty on Compressor,9
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",10
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,10
Lloyd 2023 Model 1 Ton 2 Star Window Fixed Speed AC,3.9,"₹25,890","₹39,990",35% off,830 Ratings & 83 Reviews,Annual Power Usage: 808.94 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,10
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹41,850","₹58,400",28% off,"24,785 Ratings & 1,912 Reviews",Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor,10
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4,"₹26,490","₹38,600",31% off,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",10
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,"₹32,490","₹65,500",50% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",10
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹38,490","₹59,300",35% off,"22,111 Ratings & 2,346 Reviews","Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive warranty on Product,
5 Years warranty on PCB & 
10 Years warranty on Compressor",10
Godrej 2025 Model 1.5 Ton 5 Star Window Inverter Turbo Mode Anti-Dust Filter with Anti-Freeze Thermost...,4,"₹29,860","₹46,990",36% off,719 Ratings & 67 Reviews,"Annual Power Usage: 1111.14 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product, aplicable on purchase after Oct'25 (Warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",10
Lloyd 2025 Model 1.5 Ton 5 Star Split Inverter AC,4.1,"₹38,490","₹61,990",37% off,"11,881 Ratings & 1,355 Reviews","Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",10
Panasonic 2025 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹42,990","₹64,800",33% off,942 Ratings & 81 Reviews,"Annual Power Usage: 1200.23 UnitsRoom Size: 151 - 200 sqft1 Year Comprehensive warranty on Product,
5 Years warranty on PCB & 
10 Years warranty on Compressor",10
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹32,240","₹57,150",43% off,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",10
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹36,490","₹72,990",50% off,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,10
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹36,999","₹66,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 918.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",10
LG 2025 Model 2 Ton 3 Star Split AI Dual Inverter AI Convertible 6-in-1 Faster Cooling and Energy Savi...,4.1,"₹55,990","₹72,190",22% off,"1,559 Ratings & 116 Reviews","Annual Power Usage: 1218.49 UnitsRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty on Product, 5 Year on PCB and Motor & 10 Year on Compressor (Free Gas charging during comprehensive warranty period only)",10
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,"₹38,990","₹82,990",53% off,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,10
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,"₹33,490","₹65,900",49% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",10
"CARRIER 2024 Model 1.5 Ton 3 Star Split Inverter AI Flexicool Convertible 6-in-1 Cooling, Dual Filtrat...",4.2,"₹24,990","₹67,790",63% off,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 964.1 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",10
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹30,490","₹60,800",49% off,"30,027 Ratings & 3,540 Reviews",Annual Power Usage: 893.62 kWhRoom Size: 111 - 150 sqftCompressor Warranty: 1+9 Years PCB Warranty: 1 +4 Years,10
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹51,850","₹84,790",38% off,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,10
"Haier 2025 Model 1 Ton 3 Star Split Dual Inverter Intelli-Convertible 7 in 1 ConvertibleHD Filter, Fro...",3.8,"₹25,990","₹50,000",48% off,"3,318 Ratings & 266 Reviews",Annual Power Usage: 688.52 UnitsRoom Size: 90 sqft or Below5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).,10
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",10
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,"₹29,990","₹59,700",49% off,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",10
Haier Gravity Series 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4,"₹43,950","₹51,000",13% off,"3,274 Ratings & 351 Reviews",Annual Power Usage: 836.95 kWhRoom Size: 111 - 150 sqft5 years on the product and 12 years on the compressor (1-year warranty card in the box + 4-year promotional warranty auto activated post-installation).,10
Lloyd 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.1,"₹34,536","₹61,990",44% off,"20,599 Ratings & 2,180 Reviews","Annual Power Usage: 990.77 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor.",10
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,990","₹60,990",44% off,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",11
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,"₹42,990","₹78,990",45% off,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,11
Panasonic 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"₹39,490","₹66,900",40% off,"22,111 Ratings & 2,346 Reviews","Annual Power Usage: 774.8 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",11
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹34,490","₹53,830",35% off,"24,785 Ratings & 1,912 Reviews",Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and  5 Years Warranty on PCB and 10 Years Warranty on Compressor,11
